sample,response,population,percentage
sample02215,no,nk_cell,16.0
sample02216,no,nk_cell,13.33
sample02232,no,nk_cell,13.42
sample02233,no,nk_cell,12.41
sample02234,no,nk_cell,17.54
sample02253,no,nk_cell,10.04
sample02254,no,nk_cell,15.83
sample02255,no,nk_cell,14.1
sample02286,no,nk_cell,18.51
sample02287,no,nk_cell,15.74
sample02288,no,nk_cell,21.63
sample02289,no,nk_cell,12.43
sample02290,no,nk_cell,7.02
sample02291,no,nk_cell,19.39
sample02319,no,nk_cell,20.18
sample02320,no,nk_cell,12.39
sample02321,no,nk_cell,14.78
sample02334,no,nk_cell,13.12
sample02335,no,nk_cell,9.81
sample02336,no,nk_cell,12.83
sample02355,no,nk_cell,12.14
sample02356,no,nk_cell,14.44
sample02357,no,nk_cell,11.48
sample02364,no,nk_cell,17.14
sample02365,no,nk_cell,17.4
sample02366,no,nk_cell,15.05
sample02412,no,nk_cell,22.6
sample02413,no,nk_cell,19.31
sample02414,no,nk_cell,22.07
sample02430,no,nk_cell,19.41
sample02431,no,nk_cell,14.37
sample02432,no,nk_cell,21.01
sample02436,no,nk_cell,14.91
sample02437,no,nk_cell,10.98
sample02438,no,nk_cell,12.25
sample02478,no,nk_cell,10.04
sample02479,no,nk_cell,20.55
sample02480,no,nk_cell,15.56
sample02541,no,nk_cell,15.42
sample02542,no,nk_cell,10.69
sample02543,no,nk_cell,18.59
sample02583,no,nk_cell,12.07
sample02584,no,nk_cell,18.58
sample02585,no,nk_cell,12.5
sample02592,no,nk_cell,17.29
sample02593,no,nk_cell,8.26
sample02594,no,nk_cell,10.13
sample02619,no,nk_cell,12.96
sample02620,no,nk_cell,10.14
sample02621,no,nk_cell,15.36
sample02646,no,nk_cell,19.73
sample02647,no,nk_cell,13.14
sample02648,no,nk_cell,9.53
sample02661,no,nk_cell,17.7
sample02662,no,nk_cell,11.06
sample02663,no,nk_cell,13.14
sample02664,no,nk_cell,13.48
sample02665,no,nk_cell,17.24
sample02666,no,nk_cell,19.96
sample02667,no,nk_cell,11.47
sample02668,no,nk_cell,14.8
sample02669,no,nk_cell,20.76
sample02682,no,nk_cell,24.19
sample02683,no,nk_cell,11.11
sample02684,no,nk_cell,17.35
sample02700,no,nk_cell,16.48
sample02701,no,nk_cell,13.02
sample02702,no,nk_cell,12.3
sample02706,no,nk_cell,15.32
sample02707,no,nk_cell,9.08
sample02708,no,nk_cell,14.23
sample02718,no,nk_cell,13.11
sample02719,no,nk_cell,15.82
sample02720,no,nk_cell,9.59
sample02742,no,nk_cell,18.95
sample02743,no,nk_cell,8.02
sample02744,no,nk_cell,14.61
sample02775,no,nk_cell,13.55
sample02776,no,nk_cell,14.17
sample02777,no,nk_cell,12.41
sample02799,no,nk_cell,10.06
sample02800,no,nk_cell,18.38
sample02801,no,nk_cell,17.07
sample02811,no,nk_cell,10.53
sample02812,no,nk_cell,12.18
sample02813,no,nk_cell,16.19
sample02829,no,nk_cell,12.47
sample02830,no,nk_cell,18.36
sample02831,no,nk_cell,9.19
sample02886,no,nk_cell,13.81
sample02887,no,nk_cell,15.5
sample02888,no,nk_cell,20.2
sample02889,no,nk_cell,13.27
sample02890,no,nk_cell,19.1
sample02891,no,nk_cell,8.8
sample02901,no,nk_cell,17.41
sample02902,no,nk_cell,12.4
sample02903,no,nk_cell,15.34
sample02961,no,nk_cell,10.98
sample02962,no,nk_cell,19.62
sample02963,no,nk_cell,19.78
sample02970,no,nk_cell,9.02
sample02971,no,nk_cell,19.28
sample02972,no,nk_cell,14.96
sample03006,no,nk_cell,10.8
sample03007,no,nk_cell,14.58
sample03008,no,nk_cell,17.22
sample03030,no,nk_cell,13.78
sample03031,no,nk_cell,11.8
sample03032,no,nk_cell,6.47
sample03051,no,nk_cell,17.4
sample03052,no,nk_cell,15.29
sample03053,no,nk_cell,14.58
sample03096,no,nk_cell,9.55
sample03097,no,nk_cell,11.7
sample03098,no,nk_cell,24.0
sample03108,no,nk_cell,14.41
sample03109,no,nk_cell,11.08
sample03110,no,nk_cell,15.09
sample03132,no,nk_cell,19.09
sample03133,no,nk_cell,11.51
sample03134,no,nk_cell,20.83
sample03186,no,nk_cell,9.32
sample03187,no,nk_cell,11.5
sample03188,no,nk_cell,13.89
sample03198,no,nk_cell,12.91
sample03199,no,nk_cell,16.16
sample03200,no,nk_cell,13.68
sample03213,no,nk_cell,18.73
sample03214,no,nk_cell,19.38
sample03215,no,nk_cell,17.03
sample03252,no,nk_cell,22.88
sample03253,no,nk_cell,15.58
sample03254,no,nk_cell,11.23
sample03258,no,nk_cell,12.14
sample03259,no,nk_cell,14.95
sample03260,no,nk_cell,14.5
sample03318,no,nk_cell,18.27
sample03319,no,nk_cell,12.14
sample03320,no,nk_cell,10.24
sample03321,no,nk_cell,24.89
sample03322,no,nk_cell,16.29
sample03323,no,nk_cell,12.83
sample03333,no,nk_cell,11.57
sample03334,no,nk_cell,18.53
sample03335,no,nk_cell,13.28
sample03363,no,nk_cell,25.45
sample03364,no,nk_cell,6.34
sample03365,no,nk_cell,12.86
sample03384,no,nk_cell,13.3
sample03385,no,nk_cell,10.85
sample03386,no,nk_cell,15.12
sample03390,no,nk_cell,19.51
sample03391,no,nk_cell,13.0
sample03392,no,nk_cell,16.99
sample03402,no,nk_cell,16.07
sample03403,no,nk_cell,10.77
sample03404,no,nk_cell,19.91
sample03414,no,nk_cell,14.55
sample03415,no,nk_cell,14.29
sample03416,no,nk_cell,10.89
sample03420,no,nk_cell,8.14
sample03421,no,nk_cell,18.96
sample03422,no,nk_cell,20.43
sample03432,no,nk_cell,17.35
sample03433,no,nk_cell,15.57
sample03434,no,nk_cell,14.23
sample03474,no,nk_cell,13.54
sample03475,no,nk_cell,17.83
sample03476,no,nk_cell,12.37
sample03489,no,nk_cell,14.51
sample03490,no,nk_cell,14.07
sample03491,no,nk_cell,7.37
sample03552,no,nk_cell,15.94
sample03553,no,nk_cell,15.48
sample03554,no,nk_cell,13.4
sample03579,no,nk_cell,12.95
sample03580,no,nk_cell,14.04
sample03581,no,nk_cell,18.15
sample03615,no,nk_cell,12.8
sample03616,no,nk_cell,16.34
sample03617,no,nk_cell,12.57
sample03633,no,nk_cell,16.6
sample03634,no,nk_cell,10.71
sample03635,no,nk_cell,18.24
sample03666,no,nk_cell,9.87
sample03667,no,nk_cell,14.08
sample03668,no,nk_cell,15.1
sample03681,no,nk_cell,13.36
sample03682,no,nk_cell,20.93
sample03683,no,nk_cell,15.62
sample03684,no,nk_cell,14.77
sample03685,no,nk_cell,21.89
sample03686,no,nk_cell,16.79
sample03699,no,nk_cell,12.24
sample03700,no,nk_cell,11.03
sample03701,no,nk_cell,15.61
sample03717,no,nk_cell,13.58
sample03718,no,nk_cell,20.79
sample03719,no,nk_cell,9.69
sample03720,no,nk_cell,16.56
sample03721,no,nk_cell,16.53
sample03722,no,nk_cell,10.66
sample03738,no,nk_cell,14.02
sample03739,no,nk_cell,16.24
sample03740,no,nk_cell,12.61
sample03768,no,nk_cell,18.05
sample03769,no,nk_cell,9.72
sample03770,no,nk_cell,10.57
sample03774,no,nk_cell,24.91
sample03775,no,nk_cell,23.3
sample03776,no,nk_cell,10.29
sample03816,no,nk_cell,21.69
sample03817,no,nk_cell,15.21
sample03818,no,nk_cell,11.67
sample03891,no,nk_cell,15.34
sample03892,no,nk_cell,10.9
sample03893,no,nk_cell,16.15
sample03939,no,nk_cell,11.48
sample03940,no,nk_cell,19.5
sample03941,no,nk_cell,18.24
sample03972,no,nk_cell,11.4
sample03973,no,nk_cell,19.56
sample03974,no,nk_cell,20.63
sample04062,no,nk_cell,16.14
sample04063,no,nk_cell,14.36
sample04064,no,nk_cell,16.03
sample04074,no,nk_cell,19.84
sample04075,no,nk_cell,14.89
sample04076,no,nk_cell,18.66
sample04095,no,nk_cell,14.04
sample04096,no,nk_cell,14.07
sample04097,no,nk_cell,13.03
sample04134,no,nk_cell,12.02
sample04135,no,nk_cell,8.91
sample04136,no,nk_cell,15.53
sample04143,no,nk_cell,13.7
sample04144,no,nk_cell,19.86
sample04145,no,nk_cell,21.47
sample04182,no,nk_cell,15.27
sample04183,no,nk_cell,18.52
sample04184,no,nk_cell,9.84
sample04191,no,nk_cell,14.99
sample04192,no,nk_cell,21.3
sample04193,no,nk_cell,13.99
sample04200,no,nk_cell,8.23
sample04201,no,nk_cell,12.06
sample04202,no,nk_cell,18.45
sample04206,no,nk_cell,16.61
sample04207,no,nk_cell,17.45
sample04208,no,nk_cell,12.68
sample04209,no,nk_cell,16.75
sample04210,no,nk_cell,11.18
sample04211,no,nk_cell,20.34
sample04278,no,nk_cell,12.27
sample04279,no,nk_cell,16.32
sample04280,no,nk_cell,13.05
sample04308,no,nk_cell,21.34
sample04309,no,nk_cell,18.44
sample04310,no,nk_cell,13.88
sample04338,no,nk_cell,10.36
sample04339,no,nk_cell,21.87
sample04340,no,nk_cell,15.03
sample04419,no,nk_cell,15.63
sample04420,no,nk_cell,20.69
sample04421,no,nk_cell,16.2
sample04428,no,nk_cell,12.61
sample04429,no,nk_cell,14.09
sample04430,no,nk_cell,10.51
sample04449,no,nk_cell,18.97
sample04450,no,nk_cell,9.87
sample04451,no,nk_cell,19.87
sample07503,no,nk_cell,17.86
sample07504,no,nk_cell,21.18
sample07505,no,nk_cell,14.45
sample07515,no,nk_cell,14.89
sample07516,no,nk_cell,19.15
sample07517,no,nk_cell,19.31
sample07542,no,nk_cell,10.76
sample07543,no,nk_cell,22.47
sample07544,no,nk_cell,9.01
sample07620,no,nk_cell,19.46
sample07621,no,nk_cell,20.03
sample07622,no,nk_cell,18.86
sample07632,no,nk_cell,16.35
sample07633,no,nk_cell,12.96
sample07634,no,nk_cell,12.35
sample07644,no,nk_cell,16.83
sample07645,no,nk_cell,16.67
sample07646,no,nk_cell,20.05
sample07653,no,nk_cell,15.56
sample07654,no,nk_cell,9.92
sample07655,no,nk_cell,17.47
sample07674,no,nk_cell,14.99
sample07675,no,nk_cell,12.07
sample07676,no,nk_cell,19.13
sample07698,no,nk_cell,22.12
sample07699,no,nk_cell,14.67
sample07700,no,nk_cell,17.88
sample07710,no,nk_cell,16.38
sample07711,no,nk_cell,13.96
sample07712,no,nk_cell,10.87
sample07722,no,nk_cell,11.66
sample07723,no,nk_cell,17.81
sample07724,no,nk_cell,11.99
sample07734,no,nk_cell,10.94
sample07735,no,nk_cell,20.29
sample07736,no,nk_cell,19.41
sample07746,no,nk_cell,16.94
sample07747,no,nk_cell,14.71
sample07748,no,nk_cell,14.27
sample07809,no,nk_cell,14.92
sample07810,no,nk_cell,19.37
sample07811,no,nk_cell,14.95
sample07815,no,nk_cell,15.7
sample07816,no,nk_cell,11.11
sample07817,no,nk_cell,22.58
sample07818,no,nk_cell,18.49
sample07819,no,nk_cell,12.84
sample07820,no,nk_cell,12.02
sample07833,no,nk_cell,11.43
sample07834,no,nk_cell,17.88
sample07835,no,nk_cell,19.98
sample07872,no,nk_cell,11.89
sample07873,no,nk_cell,20.83
sample07874,no,nk_cell,9.58
sample07899,no,nk_cell,14.07
sample07900,no,nk_cell,19.9
sample07901,no,nk_cell,19.32
sample07926,no,nk_cell,14.36
sample07927,no,nk_cell,13.15
sample07928,no,nk_cell,14.25
sample07929,no,nk_cell,13.29
sample07930,no,nk_cell,9.93
sample07931,no,nk_cell,10.53
sample07932,no,nk_cell,13.26
sample07933,no,nk_cell,19.6
sample07934,no,nk_cell,21.34
sample07941,no,nk_cell,13.76
sample07942,no,nk_cell,19.11
sample07943,no,nk_cell,12.77
sample07959,no,nk_cell,19.75
sample07960,no,nk_cell,22.1
sample07961,no,nk_cell,18.43
sample08004,no,nk_cell,19.59
sample08005,no,nk_cell,17.32
sample08006,no,nk_cell,10.64
sample08013,no,nk_cell,13.13
sample08014,no,nk_cell,20.68
sample08015,no,nk_cell,15.55
sample08028,no,nk_cell,14.43
sample08029,no,nk_cell,17.68
sample08030,no,nk_cell,15.37
sample08049,no,nk_cell,10.71
sample08050,no,nk_cell,9.35
sample08051,no,nk_cell,14.9
sample08064,no,nk_cell,12.8
sample08065,no,nk_cell,12.64
sample08066,no,nk_cell,15.58
sample08076,no,nk_cell,16.94
sample08077,no,nk_cell,14.89
sample08078,no,nk_cell,24.22
sample08118,no,nk_cell,10.19
sample08119,no,nk_cell,12.77
sample08120,no,nk_cell,12.67
sample08133,no,nk_cell,14.6
sample08134,no,nk_cell,16.21
sample08135,no,nk_cell,15.04
sample08142,no,nk_cell,13.79
sample08143,no,nk_cell,18.75
sample08144,no,nk_cell,9.9
sample08160,no,nk_cell,23.38
sample08161,no,nk_cell,10.06
sample08162,no,nk_cell,17.93
sample08184,no,nk_cell,13.28
sample08185,no,nk_cell,10.78
sample08186,no,nk_cell,30.26
sample08214,no,nk_cell,18.41
sample08215,no,nk_cell,16.23
sample08216,no,nk_cell,10.32
sample08277,no,nk_cell,11.71
sample08278,no,nk_cell,11.4
sample08279,no,nk_cell,18.42
sample08304,no,nk_cell,14.81
sample08305,no,nk_cell,20.29
sample08306,no,nk_cell,13.16
sample08313,no,nk_cell,16.85
sample08314,no,nk_cell,13.75
sample08315,no,nk_cell,16.48
sample08325,no,nk_cell,15.64
sample08326,no,nk_cell,16.64
sample08327,no,nk_cell,13.77
sample08331,no,nk_cell,11.87
sample08332,no,nk_cell,22.14
sample08333,no,nk_cell,17.46
sample08334,no,nk_cell,15.15
sample08335,no,nk_cell,13.52
sample08336,no,nk_cell,16.66
sample08367,no,nk_cell,16.76
sample08368,no,nk_cell,19.81
sample08369,no,nk_cell,14.98
sample08397,no,nk_cell,14.56
sample08398,no,nk_cell,19.89
sample08399,no,nk_cell,8.96
sample08412,no,nk_cell,20.99
sample08413,no,nk_cell,14.8
sample08414,no,nk_cell,14.95
sample08415,no,nk_cell,13.14
sample08416,no,nk_cell,18.9
sample08417,no,nk_cell,20.19
sample08421,no,nk_cell,13.76
sample08422,no,nk_cell,18.53
sample08423,no,nk_cell,12.42
sample08433,no,nk_cell,16.28
sample08434,no,nk_cell,10.92
sample08435,no,nk_cell,17.09
sample08436,no,nk_cell,20.03
sample08437,no,nk_cell,13.2
sample08438,no,nk_cell,24.8
sample08439,no,nk_cell,10.68
sample08440,no,nk_cell,12.97
sample08441,no,nk_cell,13.74
sample08460,no,nk_cell,14.85
sample08461,no,nk_cell,16.5
sample08462,no,nk_cell,16.16
sample08472,no,nk_cell,11.69
sample08473,no,nk_cell,12.84
sample08474,no,nk_cell,12.34
sample08493,no,nk_cell,17.62
sample08494,no,nk_cell,14.64
sample08495,no,nk_cell,12.34
sample08502,no,nk_cell,16.51
sample08503,no,nk_cell,12.07
sample08504,no,nk_cell,18.93
sample08520,no,nk_cell,11.57
sample08521,no,nk_cell,15.02
sample08522,no,nk_cell,18.79
sample08526,no,nk_cell,5.63
sample08527,no,nk_cell,13.24
sample08528,no,nk_cell,18.99
sample08541,no,nk_cell,13.86
sample08542,no,nk_cell,11.96
sample08543,no,nk_cell,10.95
sample08556,no,nk_cell,15.19
sample08557,no,nk_cell,14.92
sample08558,no,nk_cell,20.46
sample08559,no,nk_cell,17.7
sample08560,no,nk_cell,13.32
sample08561,no,nk_cell,13.85
sample08589,no,nk_cell,15.87
sample08590,no,nk_cell,16.97
sample08591,no,nk_cell,11.13
sample08637,no,nk_cell,20.64
sample08638,no,nk_cell,23.3
sample08639,no,nk_cell,10.18
sample08661,no,nk_cell,8.29
sample08662,no,nk_cell,14.06
sample08663,no,nk_cell,15.21
sample08664,no,nk_cell,16.92
sample08665,no,nk_cell,12.06
sample08666,no,nk_cell,16.96
sample08712,no,nk_cell,17.26
sample08713,no,nk_cell,12.79
sample08714,no,nk_cell,13.08
sample08730,no,nk_cell,14.75
sample08731,no,nk_cell,9.73
sample08732,no,nk_cell,21.01
sample08751,no,nk_cell,12.58
sample08752,no,nk_cell,11.58
sample08753,no,nk_cell,19.31
sample08763,no,nk_cell,9.21
sample08764,no,nk_cell,11.97
sample08765,no,nk_cell,7.3
sample08805,no,nk_cell,14.63
sample08806,no,nk_cell,17.45
sample08807,no,nk_cell,10.69
sample08874,no,nk_cell,15.59
sample08875,no,nk_cell,13.47
sample08876,no,nk_cell,13.1
sample08919,no,nk_cell,16.62
sample08920,no,nk_cell,14.87
sample08921,no,nk_cell,16.67
sample08952,no,nk_cell,14.8
sample08953,no,nk_cell,22.96
sample08954,no,nk_cell,14.04
sample08958,no,nk_cell,10.13
sample08959,no,nk_cell,14.46
sample08960,no,nk_cell,15.4
sample08967,no,nk_cell,23.88
sample08968,no,nk_cell,9.96
sample08969,no,nk_cell,13.32
sample08976,no,nk_cell,16.88
sample08977,no,nk_cell,13.22
sample08978,no,nk_cell,14.7
sample09003,no,nk_cell,17.99
sample09004,no,nk_cell,9.84
sample09005,no,nk_cell,18.26
sample09030,no,nk_cell,15.98
sample09031,no,nk_cell,16.73
sample09032,no,nk_cell,12.94
sample09036,no,nk_cell,14.03
sample09037,no,nk_cell,18.95
sample09038,no,nk_cell,16.57
sample09039,no,nk_cell,19.54
sample09040,no,nk_cell,19.04
sample09041,no,nk_cell,19.08
sample09048,no,nk_cell,17.74
sample09049,no,nk_cell,12.32
sample09050,no,nk_cell,13.44
sample09060,no,nk_cell,11.48
sample09061,no,nk_cell,13.45
sample09062,no,nk_cell,14.84
sample09066,no,nk_cell,15.72
sample09067,no,nk_cell,21.83
sample09068,no,nk_cell,10.97
sample09150,no,nk_cell,9.03
sample09151,no,nk_cell,14.21
sample09152,no,nk_cell,9.08
sample09159,no,nk_cell,15.17
sample09160,no,nk_cell,14.57
sample09161,no,nk_cell,11.21
sample09183,no,nk_cell,13.94
sample09184,no,nk_cell,13.21
sample09185,no,nk_cell,7.4
sample09213,no,nk_cell,11.76
sample09214,no,nk_cell,11.97
sample09215,no,nk_cell,26.48
sample09246,no,nk_cell,13.91
sample09247,no,nk_cell,16.51
sample09248,no,nk_cell,13.19
sample09249,no,nk_cell,14.63
sample09250,no,nk_cell,13.58
sample09251,no,nk_cell,8.12
sample09288,no,nk_cell,12.44
sample09289,no,nk_cell,9.28
sample09290,no,nk_cell,20.59
sample09294,no,nk_cell,10.86
sample09295,no,nk_cell,10.68
sample09296,no,nk_cell,24.27
sample09303,no,nk_cell,12.92
sample09304,no,nk_cell,9.9
sample09305,no,nk_cell,18.21
sample09354,no,nk_cell,19.64
sample09355,no,nk_cell,15.69
sample09356,no,nk_cell,16.4
sample09363,no,nk_cell,12.48
sample09364,no,nk_cell,17.94
sample09365,no,nk_cell,24.72
sample09378,no,nk_cell,12.36
sample09379,no,nk_cell,16.9
sample09380,no,nk_cell,15.19
sample09384,no,nk_cell,12.04
sample09385,no,nk_cell,13.49
sample09386,no,nk_cell,18.95
sample09387,no,nk_cell,13.07
sample09388,no,nk_cell,21.34
sample09389,no,nk_cell,14.07
sample09414,no,nk_cell,9.15
sample09415,no,nk_cell,15.49
sample09416,no,nk_cell,14.65
sample09420,no,nk_cell,20.33
sample09421,no,nk_cell,12.48
sample09422,no,nk_cell,13.28
sample09429,no,nk_cell,14.41
sample09430,no,nk_cell,12.94
sample09431,no,nk_cell,13.89
sample09432,no,nk_cell,15.9
sample09433,no,nk_cell,16.58
sample09434,no,nk_cell,12.29
sample09477,no,nk_cell,12.16
sample09478,no,nk_cell,19.86
sample09479,no,nk_cell,12.62
sample09483,no,nk_cell,15.64
sample09484,no,nk_cell,8.73
sample09485,no,nk_cell,11.06
sample09492,no,nk_cell,16.2
sample09493,no,nk_cell,9.62
sample09494,no,nk_cell,16.75
sample09555,no,nk_cell,8.99
sample09556,no,nk_cell,19.76
sample09557,no,nk_cell,11.37
sample09567,no,nk_cell,19.17
sample09568,no,nk_cell,19.71
sample09569,no,nk_cell,13.72
sample09585,no,nk_cell,13.91
sample09586,no,nk_cell,8.99
sample09587,no,nk_cell,8.77
sample09588,no,nk_cell,11.86
sample09589,no,nk_cell,15.95
sample09590,no,nk_cell,15.32
sample09627,no,nk_cell,12.88
sample09628,no,nk_cell,14.99
sample09629,no,nk_cell,14.89
sample09657,no,nk_cell,11.44
sample09658,no,nk_cell,14.82
sample09659,no,nk_cell,20.79
sample09672,no,nk_cell,18.32
sample09673,no,nk_cell,10.78
sample09674,no,nk_cell,18.3
sample09744,no,nk_cell,15.46
sample09745,no,nk_cell,12.96
sample09746,no,nk_cell,23.88
sample09756,no,nk_cell,16.54
sample09757,no,nk_cell,16.11
sample09758,no,nk_cell,16.06
sample09762,no,nk_cell,16.61
sample09763,no,nk_cell,10.47
sample09764,no,nk_cell,17.8
sample09813,no,nk_cell,20.41
sample09814,no,nk_cell,14.16
sample09815,no,nk_cell,11.53
sample09816,no,nk_cell,15.73
sample09817,no,nk_cell,12.84
sample09818,no,nk_cell,20.63
sample09870,no,nk_cell,15.29
sample09871,no,nk_cell,10.78
sample09872,no,nk_cell,14.45
sample09873,no,nk_cell,16.66
sample09874,no,nk_cell,24.14
sample09875,no,nk_cell,14.55
sample09894,no,nk_cell,16.54
sample09895,no,nk_cell,8.23
sample09896,no,nk_cell,10.85
sample09900,no,nk_cell,14.03
sample09901,no,nk_cell,15.04
sample09902,no,nk_cell,11.22
sample09903,no,nk_cell,13.19
sample09904,no,nk_cell,17.53
sample09905,no,nk_cell,19.03
sample09912,no,nk_cell,20.27
sample09913,no,nk_cell,20.05
sample09914,no,nk_cell,18.46
sample09918,no,nk_cell,12.33
sample09919,no,nk_cell,13.35
sample09920,no,nk_cell,11.52
sample09987,no,nk_cell,15.04
sample09988,no,nk_cell,7.59
sample09989,no,nk_cell,10.11
sample09999,no,nk_cell,18.4
sample10000,no,nk_cell,12.92
sample10001,no,nk_cell,18.1
sample10068,no,nk_cell,12.89
sample10069,no,nk_cell,13.32
sample10070,no,nk_cell,11.2
sample10089,no,nk_cell,16.68
sample10090,no,nk_cell,10.37
sample10091,no,nk_cell,15.35
sample10191,no,nk_cell,15.05
sample10192,no,nk_cell,13.49
sample10193,no,nk_cell,17.23
